Season,Team,Player,Salary
2017-18,San Antonio Spurs,Patty Mills,10714286
2017-18,San Antonio Spurs,Danny Green,10000000
2017-18,San Antonio Spurs,Rudy Gay,8406000
2017-18,San Antonio Spurs,Manu Ginobili,2500000
2017-18,San Antonio Spurs,Kyle Anderson,2151704
2017-18,San Antonio Spurs,Tim Duncan,1881250
2017-18,San Antonio Spurs,Joffrey Lauvergne,1524305
2017-18,San Antonio Spurs,Derrick White,1404600
2017-18,San Antonio Spurs,Dejounte Murray,1312611
2017-18,San Antonio Spurs,Bryn Forbes,1312611
2017-18,San Antonio Spurs,Davis Bertans,1312611
2017-18,San Antonio Spurs,Livio Jean-Charles,1035200
2017-18,San Antonio Spurs,Brandon Paul,815615
2017-18,Toronto Raptors,Kyle Lowry,28703704
2017-18,Toronto Raptors,DeMar DeRozan,27739975
2017-18,Toronto Raptors,Serge Ibaka,20061729
2017-18,Toronto Raptors,Jonas Valanciunas,15460675
2017-18,Toronto Raptors,C.J. Miles,7936509
2017-18,Toronto Raptors,Lucas Nogueira,2947305
2017-18,Toronto Raptors,Jakob Poeltl,2825640
2017-18,Toronto Raptors,Delon Wright,1645200
2017-18,Toronto Raptors,OG Anunoby,1645200
2017-18,Toronto Raptors,Malachi Richardson,1504560
2017-18,Toronto Raptors,Norman Powell,1471382
2017-18,Toronto Raptors,Pascal Siakam,1312611
2017-18,Toronto Raptors,Fred VanVleet,1312611
2017-18,Toronto Raptors,Justin Hamilton,1000000
2017-18,Toronto Raptors,Alfonzo McKinnie,815615
2017-18,Toronto Raptors,K.J. McDaniels,100000
2017-18,Toronto Raptors,Nigel Hayes,92160
2017-18,Utah Jazz,Rudy Gobert,21974719
2017-18,Utah Jazz,Ricky Rubio,14275000
2017-18,Utah Jazz,Joe Ingles,14136364
2017-18,Utah Jazz,Derrick Favors,12000000
2017-18,Utah Jazz,Alec Burks,10845506
2017-18,Utah Jazz,Jae Crowder,6796117
2017-18,Utah Jazz,Thabo Sefolosha,5250000
2017-18,Utah Jazz,Dante Exum,4992385
2017-18,Utah Jazz,Jonas Jerebko,4000000
2017-18,Utah Jazz,Ekpe Udoh,3200000
2017-18,Utah Jazz,Donovan Mitchell,2621280
2017-18,Utah Jazz,Derrick Rose,2116955
2017-18,Utah Jazz,Raul Neto,1471382
2017-18,Utah Jazz,Tony Bradley,1414920
2017-18,Utah Jazz,Joel Bolomboy,1312611
2017-18,Utah Jazz,Royce O'Neale,815615
2017-18,Utah Jazz,David Stockton,148318
2017-18,Utah Jazz,Naz Mitrou-Long,92160
2017-18,Utah Jazz,Nate Wolters,50000
2017-18,Utah Jazz,Naz Mitrou-Long,50000
2017-18,Utah Jazz,Eric Griffin,50000
2017-18,Washington Wizards,Otto Porter,24773250
2017-18,Washington Wizards,Bradley Beal,23775506
2017-18,Washington Wizards,John Wall,18063850
2017-18,Washington Wizards,Ian Mahinmi,16661641
2017-18,Washington Wizards,Austin Rivers,11825000
2017-18,Washington Wizards,Markieff Morris,8000000
2017-18,Washington Wizards,Jason Smith,5225000
2017-18,Washington Wizards,Jodie Meeks,3290000
2017-18,Washington Wizards,Tomas Satoransky,3000000
2017-18,Washington Wizards,Kelly Oubre,2093040
2017-18,Washington Wizards,Tim Frazier,2000000
2017-18,Washington Wizards,Mike Scott,1709538
2017-18,Washington Wizards,Chris McCullough,1471382
2017-18,Washington Wizards,Martell Webster,830000
2017-18,Washington Wizards,Ramon Sessions,263124
2017-18,Washington Wizards,Carrick Felix,140902
2017-18,Washington Wizards,Michael Young,50000
2017-18,Washington Wizards,Daniel Ochefu,50000
2016-17,Atlanta Hawks,Dwight Howard,23180275
2016-17,Atlanta Hawks,Paul Millsap,20072033
2016-17,Atlanta Hawks,Kent Bazemore,15730338
2016-17,Atlanta Hawks,Tiago Splitter,8550000
2016-17,Atlanta Hawks,Kyle Korver,5239437
2016-17,Atlanta Hawks,Kris Humphries,4000000
2016-17,Atlanta Hawks,Thabo Sefolosha,3850000
2016-17,Atlanta Hawks,Mike Scott,3333334
2016-17,Atlanta Hawks,Dennis Schroder,2708582
2016-17,Atlanta Hawks,Malcolm Delaney,2500000
2016-17,Atlanta Hawks,Tim Hardaway Jr.,2281605
2016-17,Atlanta Hawks,Mike Muscala,1015696
2016-17,Atlanta Hawks,Edy Tavares,1000000
2016-17,Atlanta Hawks,Jarrett Jack,980431
2016-17,Atlanta Hawks,Ryan Kelly,979848
2016-17,Atlanta Hawks,Matt Costello,50000
2016-17,Boston Celtics,Al Horford,26540100
2016-17,Boston Celtics,Amir Johnson,12000000
2016-17,Boston Celtics,Avery Bradley,8269663
2016-17,Boston Celtics,Tyler Zeller,8000000
2016-17,Boston Celtics,Isaiah Thomas,6587132
2016-17,Boston Celtics,Jae Crowder,6286408
2016-17,Boston Celtics,Jonas Jerebko,5000000
2016-17,Boston Celtics,Marcus Smart,3578880
2016-17,Boston Celtics,Kelly Olynyk,3094013
2016-17,Boston Celtics,Terry Rozier,1906440
2016-17,Boston Celtics,James Young,1825200
2016-17,Boston Celtics,Gerald Green,1410598
2016-17,Boston Celtics,Jordan Mickey,1223653
2016-17,Boston Celtics,R.J. Hunter,1200240
2016-17,Boston Celtics,Ben Bentil,250000
2016-17,Boston Celtics,Damion Lee,50000
2016-17,Boston Celtics,Jalen Jones,25000
2016-17,Boston Celtics,Marcus Georges-Hunt,25000
2016-17,Brooklyn Nets,Brook Lopez,21165675
2016-17,Brooklyn Nets,Jeremy Lin,11483254
2016-17,Brooklyn Nets,Trevor Booker,9250000
2016-17,Brooklyn Nets,Luis Scola,5500000
2016-17,Brooklyn Nets,Deron Williams,5474787
2016-17,Brooklyn Nets,Greivis Vasquez,4347826
2016-17,Brooklyn Nets,Bojan Bogdanovic,3573020
2016-17,Brooklyn Nets,Justin Hamilton,3000000
2016-17,Brooklyn Nets,Randy Foye,2500000
2016-17,Brooklyn Nets,Rondae Hollis-Jefferson,1395600
2016-17,Brooklyn Nets,Chris McCullough,1191480
2016-17,Brooklyn Nets,Anthony Bennett,1015696
2016-17,Brooklyn Nets,Joe Harris,980431
2016-17,Brooklyn Nets,Sean Kilpatrick,980431
2016-17,Brooklyn Nets,Jarrett Jack,500000
2016-17,Brooklyn Nets,Andrea Bargnani,323599
2016-17,Brooklyn Nets,Egidijus Mockevicius,100000
2016-17,Brooklyn Nets,Yogi Ferrell,100000
2016-17,Brooklyn Nets,Beau Beech,45000
2016-17,Charlotte Hornets,Nicolas Batum,20869566
2016-17,Charlotte Hornets,Michael Kidd-Gilchrist,13000000
2016-17,Charlotte Hornets,Marvin Williams,12250000
2016-17,Charlotte Hornets,Kemba Walker,12000000
2016-17,Charlotte Hornets,Jeremy Lamb,6511628
2016-17,Charlotte Hornets,Spencer Hawes,6348759
2016-17,Charlotte Hornets,Marco Belinelli,6333333
2016-17,Charlotte Hornets,Ramon Sessions,6000000
2016-17,Charlotte Hornets,Cody Zeller,5318313
2016-17,Charlotte Hornets,Roy Hibbert,5000000
2016-17,Charlotte Hornets,Frank Kaminsky,2730000
2016-17,Charlotte Hornets,Brian Roberts,1050961
2016-17,Charlotte Hornets,Aaron Harrison,874636
2016-17,Charlotte Hornets,Christian Wood,874636
2016-17,Charlotte Hornets,Treveon Graham,543471
2016-17,Charlotte Hornets,Mike Tobey,75000
2016-17,Chicago Bulls,Dwyane Wade,23200000
2016-17,Chicago Bulls,Jimmy Butler,17552209
2016-17,Chicago Bulls,Rajon Rondo,14000000
2016-17,Chicago Bulls,Robin Lopez,13219250
2016-17,Chicago Bulls,Taj Gibson,8950000
2016-17,Chicago Bulls,Nikola Mirotic,5782450
2016-17,Chicago Bulls,Michael Carter-Williams,3183526
2016-17,Chicago Bulls,Doug McDermott,2483040
2016-17,Chicago Bulls,Jerian Grant,1643040
2016-17,Chicago Bulls,Bobby Portis,1453680
2016-17,Chicago Bulls,Isaiah Canaan,1015696
2016-17,Chicago Bulls,Cristiano Felicio,874636
2016-17,Chicago Bulls,R.J. Hunter,864346
2016-17,Chicago Bulls,Thomas Walkup,69500
2016-17,Cleveland Cavaliers,LeBron James,30963450
2016-17,Cleveland Cavaliers,Kevin Love,21165675
2016-17,Cleveland Cavaliers,Kyrie Irving,17638063
2016-17,Cleveland Cavaliers,Tristan Thompson,15330435
2016-17,Cleveland Cavaliers,J.R. Smith,12800000
2016-17,Cleveland Cavaliers,Iman Shumpert,9662922
2016-17,Cleveland Cavaliers,Channing Frye,7806971
2016-17,Cleveland Cavaliers,Mike Dunleavy,4837500
2016-17,Cleveland Cavaliers,Richard Jefferson,2500000
2016-17,Cleveland Cavaliers,Mo Williams,2194500
2016-17,Cleveland Cavaliers,Chris Andersen,1551659
2016-17,Cleveland Cavaliers,James Jones,1551659
2016-17,Cleveland Cavaliers,DeAndre Liggins,1015696
2016-17,Cleveland Cavaliers,Jordan McRae,874636
2016-17,Cleveland Cavaliers,Kay Felder,543471
2016-17,Cleveland Cavaliers,Dahntay Jones,18255
2016-17,Dallas Mavericks,Dirk Nowitzki,25000000
2016-17,Dallas Mavericks,Harrison Barnes,22116750
2016-17,Dallas Mavericks,Wesley Matthews,17145838
2016-17,Dallas Mavericks,Andrew Bogut,11027027
2016-17,Dallas Mavericks,Deron Williams,9000000
2016-17,Dallas Mavericks,Dwight Powell,8375000
2016-17,Dallas Mavericks,Devin Harris,4227996
2016-17,Dallas Mavericks,J.J. Barea,4096950
2016-17,Dallas Mavericks,Seth Curry,2898000
2016-17,Dallas Mavericks,Justin Anderson,1514160
2016-17,Dallas Mavericks,Quincy Acy,1050961
2016-17,Dallas Mavericks,Salah Mejri,874636
2016-17,Dallas Mavericks,Dorian Finney-Smith,543471
2016-17,Dallas Mavericks,Jonathan Gibson,543471
2016-17,Dallas Mavericks,Nicolas Brussino,543471
2016-17,Dallas Mavericks,Maurice Ndour,437318
2016-17,Dallas Mavericks,Gal Mekel,315759
2016-17,Dallas Mavericks,Kyle Collinsworth,70000
2016-17,Dallas Mavericks,Jameel Warney,20000
2016-17,Denver Nuggets,Danilo Gallinari,15050000
2016-17,Denver Nuggets,Kenneth Faried,12078652
2016-17,Denver Nuggets,Wilson Chandler,11233146
2016-17,Denver Nuggets,Darrell Arthur,8070175
2016-17,Denver Nuggets,Jameer Nelson,4540525
2016-17,Denver Nuggets,Will Barton,3533333
2016-17,Denver Nuggets,Mike Miller,3500000
2016-17,Denver Nuggets,Emmanuel Mudiay,3241800
2016-17,Denver Nuggets,Jusuf Nurkic,1921320
2016-17,Denver Nuggets,Gary Harris,1655880
2016-17,Denver Nuggets,Nikola Jokic,1358500
2016-17,Denver Nuggets,Jarnell Stokes,980431
2016-17,Denver Nuggets,Nick Johnson,980431
2016-17,Denver Nuggets,Robbie Hummel,150000
2016-17,Denver Nuggets,D.J. Kennedy,50000
2016-17,Denver Nuggets,Nate Wolters,50000
2016-17,Detroit Pistons,Andre Drummond,22116750
2016-17,Detroit Pistons,Tobias Harris,17200000
2016-17,Detroit Pistons,Reggie Jackson,14956522
2016-17,Detroit Pistons,Jon Leuer,10991957
2016-17,Detroit Pistons,Boban Marjanovic,7000000
2016-17,Detroit Pistons,Aron Baynes,6500000
2016-17,Detroit Pistons,Ish Smith,6000000
2016-17,Detroit Pistons,Josh Smith,5331729
2016-17,Detroit Pistons,Marcus Morris,4625000
2016-17,Detroit Pistons,Kentavious Caldwell-Pope,3678319
2016-17,Detroit Pistons,Stanley Johnson,2969880
2016-17,Detroit Pistons,Reggie Bullock,2255644
2016-17,Detroit Pistons,Beno Udrih,1551659
2016-17,Detroit Pistons,Darrun Hilliard,874636
2016-17,Detroit Pistons,Nikola Jovanovic,30000
2016-17,Detroit Pistons,Trey Freeman,25000
2016-17,Detroit Pistons,Ray McCallum,11949
2016-17,Golden State Warriors,Kevin Durant,26540100
2016-17,Golden State Warriors,Klay Thompson,16663575
2016-17,Golden State Warriors,Draymond Green,15330435
2016-17,Golden State Warriors,Stephen Curry,12112359
2016-17,Golden State Warriors,Andre Iguodala,11131368
2016-17,Golden State Warriors,Shaun Livingston,5782450
2016-17,Golden State Warriors,Zaza Pachulia,2898000
2016-17,Golden State Warriors,Anderson Varejao,1551659
2016-17,Golden State Warriors,David West,1551659
2016-17,Golden State Warriors,JaVale McGee,1403611
2016-17,Golden State Warriors,Kevon Looney,1182840
2016-17,Golden State Warriors,Ian Clark,1015696
2016-17,Golden State Warriors,James Michael McAdoo,980431
2016-17,Golden State Warriors,Jason Thompson,945126
2016-17,Golden State Warriors,Elliot Williams,250000
2016-17,Golden State Warriors,Cameron Jones,50000
2016-17,Golden State Warriors,Elgin Cook,50000
2016-17,Golden State Warriors,Scott Wood,50000
2016-17,Golden State Warriors,Phil Pressey,35000
2016-17,Houston Rockets,James Harden,26540100
2016-17,Houston Rockets,Ryan Anderson,18735364
2016-17,Houston Rockets,Eric Gordon,12385665
2016-17,Houston Rockets,Trevor Ariza,7806971
2016-17,Houston Rockets,Corey Brewer,7612172
2016-17,Houston Rockets,Patrick Beverley,6000000
2016-17,Houston Rockets,K.J. McDaniels,3333333
2016-17,Houston Rockets,Nene Hilario,2898000
2016-17,Houston Rockets,Tyler Ennis,1733880
2016-17,Houston Rockets,Sam Dekker,1720560
2016-17,Houston Rockets,Clint Capela,1296240
2016-17,Houston Rockets,Pablo Prigioni,1050961
2016-17,Houston Rockets,Montrezl Harrell,1045000
2016-17,Houston Rockets,Bobby Brown,980431
2016-17,Houston Rockets,Gary Payton II,543471
2016-17,Houston Rockets,Kyle Wiltjer,543471
2016-17,Houston Rockets,Isaiah Taylor,50000
2016-17,Houston Rockets,P.J. Hairston,11534
2016-17,Indiana Pacers,Paul George,18314532
2016-17,Indiana Pacers,Thaddeus Young,14153652
2016-17,Indiana Pacers,Monta Ellis,10763500
2016-17,Indiana Pacers,Al Jefferson,10230179
2016-17,Indiana Pacers,Jeff Teague,8800000
2016-17,Indiana Pacers,Rodney Stuckey,7000000
2016-17,Indiana Pacers,C.J. Miles,4583450
2016-17,Indiana Pacers,Lavoy Allen,4000000
2016-17,Indiana Pacers,Aaron Brooks,2700000
2016-17,Indiana Pacers,Myles Turner,2463840
2016-17,Indiana Pacers,Kevin Seraphin,1800000
2016-17,Indiana Pacers,Jeremy Evans,1227286
2016-17,Indiana Pacers,Joe Young,1052342
2016-17,Indiana Pacers,Rakeem Christmas,1052342
2016-17,Indiana Pacers,Glenn Robinson III,1050500
2016-17,Indiana Pacers,Ben Bentil,50000
2016-17,Indiana Pacers,Julyan Stone,50000
2016-17,Indiana Pacers,Alex Poythress,35381
2016-17,Indiana Pacers,Nick Zeisloft,25000
2016-17,Los Angeles Clippers,Chris Paul,22868827
2016-17,Los Angeles Clippers,DeAndre Jordan,21165675
2016-17,Los Angeles Clippers,Blake Griffin,20140839
2016-17,Los Angeles Clippers,Jamal Crawford,13253012
2016-17,Los Angeles Clippers,Austin Rivers,11000000
2016-17,Los Angeles Clippers,J.J. Redick,7377500
2016-17,Los Angeles Clippers,Wesley Johnson,5628000
2016-17,Los Angeles Clippers,Paul Pierce,3527920
2016-17,Los Angeles Clippers,Luc Mbah a Moute,2203000
2016-17,Los Angeles Clippers,Brandon Bass,1551659
2016-17,Los Angeles Clippers,Raymond Felton,1551659
2016-17,Los Angeles Clippers,Marreese Speights,1403611
2016-17,Los Angeles Clippers,Alan Anderson,1315448
2016-17,Los Angeles Clippers,Carlos Delfino,650000
2016-17,Los Angeles Clippers,Jordan Farmar,510921
2016-17,Los Angeles Clippers,Miroslav Raduljica,252043
2016-17,Los Angeles Lakers,Luol Deng,18000000
2016-17,Los Angeles Lakers,Timofey Mozgov,16000000
2016-17,Los Angeles Lakers,Jordan Clarkson,12500000
2016-17,Los Angeles Lakers,Jose Calderon,7708427
2016-17,Los Angeles Lakers,Lou Williams,7000000
2016-17,Los Angeles Lakers,Tarik Black,6191000
2016-17,Los Angeles Lakers,Nick Young,5443918
2016-17,Los Angeles Lakers,D'Angelo Russell,5332800
2016-17,Los Angeles Lakers,Julius Randle,3267120
2016-17,Los Angeles Lakers,Metta World Peace,1551659
2016-17,Los Angeles Lakers,Marcelo Huertas,1500000
2016-17,Los Angeles Lakers,Larry Nance Jr.,1207680
2016-17,Los Angeles Lakers,Thomas Robinson,1050961
2016-17,Los Angeles Lakers,Anthony Brown,874636
2016-17,Los Angeles Lakers,Yi Jianlian,250000
2016-17,Los Angeles Lakers,Zach Auguste,60000
2016-17,Memphis Grizzlies,Mike Conley,26540100
2016-17,Memphis Grizzlies,Chandler Parsons,22116750
2016-17,Memphis Grizzlies,Marc Gasol,21165675
2016-17,Memphis Grizzlies,Zach Randolph,10361445
2016-17,Memphis Grizzlies,Brandan Wright,5709880
2016-17,Memphis Grizzlies,Tony Allen,5505618
2016-17,Memphis Grizzlies,Vince Carter,4264057
2016-17,Memphis Grizzlies,Troy Daniels,3332940
2016-17,Memphis Grizzlies,James Ennis,2898000
2016-17,Memphis Grizzlies,Jarell Martin,1286160
2016-17,Memphis Grizzlies,Jordan Adams,1220900
2016-17,Memphis Grizzlies,JaMychal Green,980431
2016-17,Memphis Grizzlies,Andrew Harrison,945000
2016-17,Memphis Grizzlies,Troy Williams,543471
2016-17,Memphis Grizzlies,Jamaal Franklin,163296
2016-17,Memphis Grizzlies,D.J. Stephens,35000
2016-17,Memphis Grizzlies,Matt Costello,31500
2016-17,Memphis Grizzlies,Tony Wroten,25000
2016-17,Miami Heat,Chris Bosh,23741060
2016-17,Miami Heat,Hassan Whiteside,22116750
2016-17,Miami Heat,Goran Dragic,15891725
2016-17,Miami Heat,Wayne Ellington,6000000
2016-17,Miami Heat,Josh McRoberts,5782450
2016-17,Miami Heat,Tyler Johnson,5628000
2016-17,Miami Heat,Derrick Williams,4598000
2016-17,Miami Heat,James Johnson,4000000
2016-17,Miami Heat,Udonis Haslem,4000000
2016-17,Miami Heat,Dion Waiters,2898000
2016-17,Miami Heat,Justise Winslow,2593440
2016-17,Miami Heat,Luke Babbitt,1227286
2016-17,Miami Heat,Willie Reed,1015696
2016-17,Miami Heat,Josh Richardson,874636
2016-17,Miami Heat,Rodney McGruder,543471
2016-17,Miami Heat,Briante Weber,327989
2016-17,Miami Heat,Okaro White,100000
2016-17,Miami Heat,Stefan Jankovic,100000
2016-17,Miami Heat,Keith Benson,75000
2016-17,Milwaukee Bucks,Greg Monroe,17145838
2016-17,Milwaukee Bucks,Khris Middleton,15200000
2016-17,Milwaukee Bucks,Miles Plumlee,12500000
2016-17,Milwaukee Bucks,John Henson,12267606
2016-17,Milwaukee Bucks,Mirza Teletovic,10500000
2016-17,Milwaukee Bucks,Matthew Dellavedova,9607500
2016-17,Milwaukee Bucks,Jabari Parker,5374320
2016-17,Milwaukee Bucks,Giannis Antetokounmpo,2995421
2016-17,Milwaukee Bucks,Tony Snell,2368327
2016-17,Milwaukee Bucks,Larry Sanders,1865547
2016-17,Milwaukee Bucks,Rashad Vaughn,1811040
2016-17,Milwaukee Bucks,Jason Terry,1551659
2016-17,Milwaukee Bucks,Steve Novak,1551659
2016-17,Milwaukee Bucks,Michael Beasley,1403611
2016-17,Minnesota Timberwolves,Ricky Rubio,13550000
2016-17,Minnesota Timberwolves,Nikola Pekovic,12100000
2016-17,Minnesota Timberwolves,Kevin Garnett,8000000
2016-17,Minnesota Timberwolves,Cole Aldrich,7643979
2016-17,Minnesota Timberwolves,Andrew Wiggins,6006600
2016-17,Minnesota Timberwolves,Karl-Anthony Towns,5960160
2016-17,Minnesota Timberwolves,Jordan Hill,4000000
2016-17,Minnesota Timberwolves,Nemanja Bjelica,3800000
2016-17,Minnesota Timberwolves,Brandon Rush,3500000
2016-17,Minnesota Timberwolves,Shabazz Muhammad,3046299
2016-17,Minnesota Timberwolves,Gorgui Dieng,2348783
2016-17,Minnesota Timberwolves,Zach LaVine,2240880
2016-17,Minnesota Timberwolves,Adreian Payne,2022240
2016-17,Minnesota Timberwolves,John Lucas III,1403611
2016-17,Minnesota Timberwolves,Kevin Martin,1360305
2016-17,Minnesota Timberwolves,Tyus Jones,1339680
2016-17,New Orleans Pelicans,Anthony Davis,22116750
2016-17,New Orleans Pelicans,Jrue Holiday,11286518
2016-17,New Orleans Pelicans,Solomon Hill,11241218
2016-17,New Orleans Pelicans,Tyreke Evans,10203755
2016-17,New Orleans Pelicans,Omer Asik,9904494
2016-17,New Orleans Pelicans,E'Twaun Moore,8081363
2016-17,New Orleans Pelicans,Langston Galloway,5200000
2016-17,New Orleans Pelicans,Alexis Ajinca,4638203
2016-17,New Orleans Pelicans,Quincy Pondexter,3617978
2016-17,New Orleans Pelicans,Dante Cunningham,2978250
2016-17,New Orleans Pelicans,Tim Frazier,2090000
2016-17,New Orleans Pelicans,Alonzo Gee,1400000
2016-17,New Orleans Pelicans,Lance Stephenson,1227286
2016-17,New Orleans Pelicans,Terrence Jones,1050961
2016-17,New York Knicks,Carmelo Anthony,24559380
2016-17,New York Knicks,Derrick Rose,21323252
2016-17,New York Knicks,Joakim Noah,17000000
2016-17,New York Knicks,Courtney Lee,11242000
2016-17,New York Knicks,Lance Thomas,6191000
2016-17,New York Knicks,Brandon Jennings,5000000
2016-17,New York Knicks,Kristaps Porzingis,4317720
2016-17,New York Knicks,Kyle O'Quinn,3918750
2016-17,New York Knicks,Mindaugas Kuzminskas,2898000
2016-17,New York Knicks,Sasha Vujacic,1410598
2016-17,New York Knicks,Willy Hernangomez,1375000
2016-17,New York Knicks,Justin Holiday,1015696
2016-17,New York Knicks,Lou Amundson,980431
2016-17,New York Knicks,Marshall Plumlee,543471
2016-17,New York Knicks,Maurice Ndour,543471
2016-17,New York Knicks,Ron Baker,543471
2016-17,New York Knicks,Chasson Randle,100000
2016-17,New York Knicks,J.P. Tokoto,100000
2016-17,Oklahoma City Thunder,Russell Westbrook,26540100
2016-17,Oklahoma City Thunder,Enes Kanter,17145838
2016-17,Oklahoma City Thunder,Victor Oladipo,6552960
2016-17,Oklahoma City Thunder,Alex Abrines,5994764
2016-17,Oklahoma City Thunder,Kyle Singler,4837500
2016-17,Oklahoma City Thunder,Nick Collison,3750000
2016-17,Oklahoma City Thunder,Anthony Morrow,3488000
2016-17,Oklahoma City Thunder,Steven Adams,3140517
2016-17,Oklahoma City Thunder,Ronnie Price,2557545
2016-17,Oklahoma City Thunder,Andre Roberson,2183072
2016-17,Oklahoma City Thunder,Cameron Payne,2112480
2016-17,Oklahoma City Thunder,Joffrey Lauvergne,1709719
2016-17,Oklahoma City Thunder,Mitch McGary,1526040
2016-17,Oklahoma City Thunder,Josh Huestis,1191480
2016-17,Oklahoma City Thunder,Jerami Grant,980431
2016-17,Oklahoma City Thunder,Semaj Christon,543471
2016-17,Oklahoma City Thunder,Chris Wright,100000
2016-17,Oklahoma City Thunder,Kaleb Tarczewski,75000
2016-17,Oklahoma City Thunder,Alex Caruso,50000
2016-17,Oklahoma City Thunder,Reggie Williams,50000
2016-17,Orlando Magic,Bismack Biyombo,17000000
2016-17,Orlando Magic,Evan Fournier,17000000
2016-17,Orlando Magic,Jeff Green,15000000
2016-17,Orlando Magic,Serge Ibaka,12250000
2016-17,Orlando Magic,Nikola Vucevic,11750000
2016-17,Orlando Magic,D.J. Augustin,7250000
2016-17,Orlando Magic,Jodie Meeks,6540000
2016-17,Orlando Magic,C.J. Watson,5000000
2016-17,Orlando Magic,Aaron Gordon,4351320
2016-17,Orlando Magic,Mario Hezonja,3909840
2016-17,Orlando Magic,Elfrid Payton,2613600
2016-17,Orlando Magic,C.J. Wilcox,1209600
2016-17,Orlando Magic,Arinze Onuaku,980431
2016-17,Orlando Magic,Damjan Rudez,980431
2016-17,Philadelphia 76ers,Jerryd Bayless,9424084
2016-17,Philadelphia 76ers,Gerald Henderson,9000000
2016-17,Philadelphia 76ers,Ersan Ilyasova,8400000
2016-17,Philadelphia 76ers,Sergio Rodriguez,8000000
2016-17,Philadelphia 76ers,Carl Landry,6500000
